W,H,S,E,Z,
3.7582725,4.8639706,0.3541705,8.6491733,34.7886571,
7.5324840,7.0983359,1.4819197,5.2963500,54.0315265,
4.0885068,9.5796049,6.7173218,1.6493306,158.0695821,
9.7305284,7.5495894,0.5001065,1.1446592,62.5636276,
9.6462451,3.0596263,1.2294212,3.4479379,60.3330643,
2.4386312,6.7496238,5.0829010,3.0848580,138.2011991,
6.7641663,1.7793317,3.1232357,3.5174546,96.3986716,
9.2339211,8.3683949,7.8845162,4.4035686,97.1856550,
1.3271862,4.5507199,2.5746282,4.8711165,112.3706650,
7.1010626,5.1810564,7.2945933,1.0838702,153.7375470,
8.6936258,9.3860924,3.2695227,9.2718897,52.3376650,
0.4678194,2.3750384,5.3078112,1.5780948,263.6767651,
9.6915658,1.1721413,8.2388298,5.9032212,121.1541024,
3.5975993,1.0418938,7.1016374,3.8034018,162.6913006,
3.4494535,6.3500000,2.0000000,4.0156154,83.6179130,
5.1141482,5.9103869,0.4191173,2.7636044,53.4419228,
0.2367328,9.5298488,3.7524099,1.8745608,259.3625440,
9.4788841,5.1708748,2.2123593,9.5630917,46.9691192,
1.3972403,4.2579585,5.3943930,9.4761912,106.7758055,
0.4345906,4.4079340,4.6275356,8.3077181,137.8327762,
0.7664591,7.8346470,4.1015431,2.2573525,193.9657291,
8.0010636,8.4697117,1.0696930,9.2597811,37.5813102,
6.5004096,3.8084866,5.8578026,8.2718089,83.6924340,
5.1720199,2.7080743,3.9624518,1.8097736,127.5859498,
1.6201387,7.6598970,5.7760270,8.2837650,106.4878124,
4.8922080,2.0994794,9.6017320,6.7090931,133.5179532,
2.8606488,3.1677587,9.6216586,9.4170509,121.1746563,
8.6611464,8.5771035,9.1876919,8.4962231,80.6375146,
3.1025765,9.5214361,3.7813385,4.4465561,101.0212177,
5.5460636,0.2539829,2.7422976,1.6746311,121.3643622,
4.8833705,4.8364532,6.6120174,4.1312684,116.9135608,
1.3083293,7.4319348,5.4059860,4.6989522,139.8877850,
3.1940361,5.1274488,0.6056326,3.4450906,62.1135053,
9.8773380,8.0820930,8.3278113,2.1260337,123.3716077,
1.1436979,8.7956321,5.0786110,6.8054780,120.9513880,
7.4900024,4.7420144,9.5898548,8.4640270,94.7625185,
1.4253875,0.5807292,0.5474687,3.4719596,85.5914987,
7.2492980,5.0995307,0.3247525,1.3836230,57.6808648,
5.4322234,3.4460006,7.1614517,7.8592159,98.6418434,
1.4969295,1.2461599,0.1561363,9.1917360,35.4301678,
1.4597206,7.0913187,4.8649961,8.0555698,105.5080585,
0.6968588,6.0700440,7.7250205,5.3904431,168.9618920,
3.0199066,2.1637518,6.8453383,7.2969200,124.1308658,
6.1874231,2.3763344,6.5054942,7.0227387,103.3443501,
8.9420694,9.4353713,9.7993101,6.8536185,88.3974299,
1.4182918,2.5335999,3.8544807,7.8073543,109.7467309,
0.1504053,1.9433602,7.8607119,5.4448171,247.4206166,
2.5353751,6.9963991,6.0199892,8.0569289,98.3410943,
6.9887661,7.0132763,9.7306571,5.2929454,107.9277433,
4.1771479,4.9608473,2.1980644,9.6820390,57.3384192,
2.6056866,3.5057271,4.0174188,6.3668056,100.3657458,
6.5498531,9.6850997,9.3796213,6.8768264,93.5895709,
9.7246861,7.5435158,2.7395505,3.1894234,74.5438342,
4.1790007,7.6331024,7.2059626,2.7937796,137.5907424,
0.4452033,7.7674126,7.6738095,5.6411739,177.6597198,
1.1156112,7.8608307,5.0126890,1.7765669,201.5649074,
5.5669925,3.6117975,1.7128190,8.1308503,54.3036739,
6.4971942,7.3202680,5.6429116,2.0609502,123.4972941,
4.8256033,6.2504168,8.1296377,9.6211655,88.0076840,
2.8203549,0.5907312,7.0214856,4.5004115,177.4093962,
7.5746141,6.7300919,3.3638353,8.4312396,58.9129227,
7.0460429,6.9276777,2.4718475,5.1162236,66.1244388,
3.9263917,7.9221473,7.1765155,1.4494691,169.7097159,
8.7364024,8.3995548,9.3509579,7.4937032,85.6096026,
7.6208767,9.3750684,1.3967022,1.2541100,85.8226045,
2.3936287,7.0203548,4.7853443,5.8135707,106.3188724,
5.7830082,9.9575043,3.5570349,3.7383408,87.9067073,
2.7124889,6.3500000,2.0000000,4.8444544,83.4164917,
1.1432678,5.0914121,9.9830949,4.2285174,184.0431458,
2.1893670,1.3712014,1.6514957,9.3257296,73.0654912,
8.7006030,2.5888691,9.0959253,9.6590354,97.9352132,
0.9896509,6.3500000,2.0000000,1.5743245,168.3786003,
4.8728944,8.8775174,9.1210689,9.1729838,89.1798997,
1.3990825,1.1890557,1.2540004,9.6634081,73.1357193,
1.8471637,8.6013530,8.2705948,7.1927045,121.2988166,
4.1805000,4.8559029,9.7854509,5.2994445,128.8053813,
7.4225404,8.0553769,2.3271999,1.9747854,89.1459391,
6.9567124,1.3372451,0.3477508,9.8641220,32.7233999,
0.9078023,5.8264749,5.2584716,2.8680777,184.0399598,
4.1957649,5.3826095,2.6162765,1.7463807,115.4259979,
9.3012470,2.9885967,5.9530992,4.0030777,103.0320910,
9.3952942,5.4700453,0.5499419,2.1161850,54.6175519,
8.9712932,3.5883642,5.6837798,2.5475583,112.4675467,
6.0076330,0.9002855,0.9659314,1.9340125,79.4654470,
4.2648773,0.4638116,8.5810191,5.0515601,190.4719255,
9.3913526,2.8427414,7.7357449,4.3599309,112.2161465,
3.0300579,2.8635600,2.5835648,2.2968551,120.0023468,
1.2634975,1.3581973,2.2327550,8.8041572,96.0499253,
2.4285505,3.8577558,2.2850629,8.2695671,73.8219889,
7.8437071,9.5636954,6.5918947,7.4569625,75.9182761,
8.1124394,3.4150210,7.4845629,4.5054794,110.6975215,
3.1763757,3.3586051,7.1341387,7.9977662,110.4092284,
0.7593809,7.7477562,4.5882655,5.9576304,137.6498406,
4.4001703,4.7474119,3.3245995,7.4826662,73.8274536,
5.9752789,5.9294810,8.4615398,5.2131421,109.4154926,
0.8523495,6.2977234,0.7033526,3.9079644,92.9218754,
1.3190745,3.4761189,7.8028090,3.5250179,183.8308807,
2.9729689,9.9280276,5.9314801,4.9754028,112.5516408,
6.2864021,3.9112794,4.5050234,8.6862594,73.7624148,
5.1217741,0.6127159,8.1357928,2.2733077,177.8460314,
2.5514855,9.9766538,5.6498466,1.6683555,170.6822300,
1.7150260,6.3711655,5.8520238,7.7304968,109.9755962,
1.6692575,0.4600730,4.1115156,8.3269907,151.0382411,
9.4157765,7.8011561,3.8441252,6.9642905,62.4153223,
2.8720062,1.3198237,2.8959937,8.6410567,90.8408603,
6.1740072,6.3500000,2.0000000,5.2923896,63.2919262,
0.4573215,7.9034493,1.5426651,3.1970424,151.4733129,
3.4328175,4.0961137,3.6281216,3.7490855,108.3131953,
1.6113575,2.6283177,4.0057071,8.3042836,104.8903797,
1.6641010,0.2349739,2.9426935,3.6535526,183.4515652,
5.3439036,6.6981152,8.3268708,5.9934055,104.1868810,
5.7426425,8.3257043,6.6341266,7.3455861,84.3430837,
9.1855664,9.2405463,1.4215843,6.5407038,45.7940936,
8.9075442,1.2637931,4.6387051,8.4486681,87.9677236,
7.7293333,9.1289687,1.3610435,8.8706750,41.4110699,
9.0369318,0.4554019,0.7643959,4.0342638,61.1637571,
2.1161679,0.7129028,7.8324318,8.9123580,168.2805179,
7.7537548,5.2333208,4.9383916,4.0749774,92.5938415,
7.0332784,4.7039451,3.5033725,3.2797199,91.0904608,
1.3586166,7.5632282,9.9393907,9.3479534,123.6441857,
1.6546256,6.2303046,0.4129801,2.0844296,80.2708393,
2.9342818,5.0335902,6.1970585,2.5633108,151.8482117,
9.8911863,5.4002704,1.6535161,9.3383091,42.3272336,
7.8446262,3.1651643,8.9026327,2.1304028,143.9682823,
2.8191453,8.6381231,3.1910287,7.0368073,81.4244867,
9.9161007,3.4699024,2.5911228,3.4381064,76.0549789,
9.0890281,7.9485863,2.9620110,6.0826191,60.6459478,
9.4634200,9.3315971,4.1460468,8.9473002,56.5423595,
1.0128191,6.3088632,3.2451567,1.9610691,178.9357938,
7.9159021,3.2479702,9.4102458,9.8999928,95.3543439,
1.8603884,8.5977334,5.0325256,1.7192815,178.6667121,
3.1634178,3.6450181,2.9310551,4.9540389,93.3840747,
3.7611058,2.7606911,3.9566928,7.0593335,90.9848297,
0.2931675,3.9858671,5.9213599,3.9095464,216.1284896,
3.2850544,0.9038803,8.0214305,1.7048839,193.9239992,
2.6648543,1.7103719,7.8580240,5.8633181,151.6055279,
6.7866458,3.2296052,9.2522931,2.6680778,144.7700198,
0.1424972,6.0775372,3.5005557,7.0807686,168.9263616,
0.2252591,2.1458346,0.8553454,7.8162869,108.4361542,
2.0389181,3.7271069,6.5697890,9.3437699,108.1916200,
2.0285278,2.1007835,5.9885760,6.1091930,136.6825401,
8.0758317,6.4166449,0.3355100,2.0548521,50.3376772,
7.5144798,1.4897990,6.3973129,9.1510332,99.5749103,
1.4882811,9.0061112,9.7921625,8.4996995,124.0042379,
2.8157613,4.2636615,6.0963540,7.3228947,106.0302150,
4.8197002,4.6132336,8.5966926,6.7717277,109.2625679,
1.2866770,4.0773587,8.5035619,7.5714116,140.3916843,
2.5713728,7.3317498,6.3150765,9.6042457,91.8511991,
7.1557649,7.5181506,8.7437819,1.3848806,153.7545389,
4.2662529,3.1426622,9.2691307,4.8481976,138.9115718,
7.5581188,7.5247993,6.6150545,6.4848886,83.5757501,
4.3559057,6.3500000,2.0000000,6.9093782,62.4728392,
7.8769534,1.7290159,9.3170980,1.0454230,162.2710616,
9.4288200,7.1923285,3.9660585,4.4619807,75.8995610,
4.4765929,0.9816924,1.0086950,9.1962681,55.0498075,
2.8711625,8.4118505,4.4179847,6.5610499,92.8609720,
7.7915922,3.7167287,0.5441172,8.6100561,34.1184523,
7.4957026,6.9745721,2.6151677,5.5750888,64.0150164,
2.7933846,8.6924202,5.1758730,6.0607605,101.6619446,
5.0504613,7.4557123,9.3206140,2.4164718,149.4373529,
7.7646876,8.9279167,6.3897903,6.7249451,79.1366596,
8.9452929,9.3098595,1.0994943,2.6123728,61.1160234,
3.9341158,8.8400494,3.0502222,2.9209064,103.2307306,
7.4923356,4.8472137,1.2896923,2.1710842,72.9348185,
3.8316818,9.7488304,3.9027473,5.0942878,90.7124568,
9.9994097,4.3188144,2.5941690,3.3085950,75.1205998,
0.2789576,2.7636314,8.4305763,1.7016965,313.3160789,
4.7023637,7.2934815,2.7068489,4.6599276,79.2011441,
0.8206184,4.3049566,4.2174389,9.8360866,109.2886420,
1.1919938,8.4351085,9.0039615,6.8306340,140.0648129,
5.5017776,9.9878868,8.7635265,5.4777235,104.4778217,
9.5160720,6.3500000,2.0000000,9.9003199,43.5421898,
0.8446332,9.8335322,7.4466055,8.5749095,128.7046233,
9.8505166,9.0379595,2.9186029,1.9066608,88.9125739,
7.2689476,6.9994538,8.1328373,9.2702440,79.7541281,
8.8581508,0.6065725,2.4430143,1.5194643,100.0834472,
7.4866922,3.2784507,7.5954594,2.5713870,132.1961245,
3.9058612,6.3500000,2.0000000,9.5391426,55.9886048,
2.0297150,3.0089288,0.2928178,5.9292868,46.0355063,
9.9119026,0.9609672,2.3161010,7.6970752,69.1943414,
5.0263005,4.2155419,0.7569771,9.8914479,38.3285273,
3.1304725,2.9504300,8.3587207,2.9038964,167.5537204,
3.9307018,9.2802751,9.6715681,5.8212146,115.6190491,
0.7314478,6.3500000,2.0000000,1.3626241,190.9456616,
1.4060423,8.0856790,9.1020342,9.9544476,115.6012134,
3.2016156,2.5454219,8.9899396,4.6467086,153.3749150,
2.0562549,6.3552785,7.7032466,1.0916968,221.1066578,
2.7857983,1.4653823,8.3909087,3.3899917,180.3343299,
0.6313042,2.3620427,0.4878988,5.4237364,79.9425074,
0.2478175,9.3534649,8.7227809,9.2392977,162.0083952,
1.3306361,5.8189057,2.9142543,7.2281629,97.9367902,
6.0000000,1.7097198,2.0000000,8.4837819,63.1369000,
1.5753180,7.3228381,2.1999377,7.9921049,81.4777763,
4.4681777,5.0027965,9.2598441,5.3339316,123.3624510,
8.5037007,1.1326462,5.8589245,2.8924134,124.4279067,
2.0040267,2.9158509,2.3323705,2.6327989,124.6408864,
5.9669469,1.9110789,6.4993171,1.0986396,157.2353313,
3.4704733,6.4570982,9.1812686,2.2800836,168.2723861,
3.9954265,9.4886856,4.9022146,2.0089581,135.8832887,
3.3626041,5.7595263,1.9230315,2.9551585,93.6176748,
8.0349545,8.0545875,5.4503894,2.2999915,110.4575860,
3.8110708,3.9293053,9.1532038,2.4576868,167.1955457,
7.8349822,2.0052502,6.6384027,9.3379173,93.3170480,
0.6544298,1.4137636,2.8187885,8.6369138,121.1889332,
8.5288084,9.5063956,5.7169720,1.4488993,124.8814559,
4.6759383,1.2690264,2.1596157,4.2233965,91.4172910,
4.2628280,9.5442843,8.6007449,5.5024627,111.1197236,
6.9683822,3.2563494,2.3430990,8.5843666,57.5832342,
4.2595491,1.2605089,9.3372086,1.4569586,189.9455228,
0.7881722,8.6103710,0.5419657,5.1432893,78.2980459,
4.0951265,5.6700754,1.8971755,8.1274811,58.5806498,
1.5625706,4.8589230,6.4671980,2.1910254,189.2808985,
0.1209002,5.7070802,0.8146238,3.2445152,177.7723280,
9.4933379,9.9401762,6.4349129,8.6221949,66.9889778,
7.4070621,5.1777784,2.9759897,5.6126466,68.9813828,
2.4203761,3.2054392,4.3987325,2.1770934,154.3400045,
7.0783263,1.5033685,4.8229243,7.4233172,94.8526702,
3.6315676,8.4686250,3.0635900,8.9375152,67.1772982,
2.2769861,4.9895692,7.6193344,5.9902331,128.0733016,
2.8336006,7.1362593,6.2237274,4.9165493,118.4932996,
2.4045436,5.3131108,5.2385133,8.5360142,95.0563368,
4.0317828,0.4008476,1.7499552,6.4117984,93.0621856,
3.0693070,3.7865554,4.7812661,7.3751015,96.0835005,
7.0108221,6.3500000,2.0000000,7.1372740,54.0421013,
8.9122575,1.9261095,4.9710243,6.8381688,88.9772933,
7.8017400,2.8475890,8.5749240,2.1267205,143.4112624,
8.9343632,6.1017180,7.7939050,8.4083063,79.6740992,
6.6333558,8.7548745,8.2334747,9.9325453,76.9609919,
5.5401323,1.7827527,9.9409564,3.5318832,157.4410029,
4.1915612,0.8361654,5.5344407,6.7132404,130.5834148,
6.6089627,3.6920183,8.6974590,6.7451121,106.8995366,
6.0891441,9.4910681,6.2762657,9.8203826,70.8805912,
8.1152648,7.5428452,8.1475866,4.7911334,99.8479109,
1.2715640,7.2276854,2.8791001,9.1971836,88.2688716,
5.4177231,5.1879128,8.8591894,6.9246303,104.6147418,
5.8794108,6.1120969,4.9155651,8.4328536,73.2547274,
2.4304211,5.0755982,8.5006421,8.3209652,114.6486400,
8.2041972,0.8956581,6.3720438,5.6752184,119.3376167,
5.8107774,4.3213496,7.1687851,9.6441862,85.6704940,
9.3713399,0.7794948,3.9959014,6.6704822,94.1243837,
5.5711502,6.5989407,0.7302400,7.1794489,41.5784917,
9.0018233,1.9076438,7.3056095,2.4630211,130.6302049,
9.5541996,1.3695021,5.6694315,4.9974920,105.9301502,
3.6748348,1.5284754,0.5962607,9.1522603,43.7680268,
5.9570473,2.0147089,7.0131209,2.3745914,144.8684323,
7.9913558,7.1345433,1.5795517,2.6220437,70.6620690,
1.8027528,4.7448951,1.4287175,5.1221830,83.2092677,
0.3227603,5.6861077,3.4325285,4.4791434,174.9793970,
0.6110996,4.6506227,6.0526625,4.6421671,175.6390093,
6.0000000,6.2920486,2.0000000,1.4935366,98.7101580,
8.0906776,1.5068859,4.4876531,4.1093390,104.0320976,
6.2617651,7.5768074,6.3549931,7.6473591,80.6370097,
7.8535438,9.2040564,1.6016330,3.3594538,64.6725323,
6.5288530,6.3500000,2.0000000,6.2071062,58.3927212,
1.7495361,3.7282215,7.4397395,4.9497894,150.2877928,
0.1846452,6.3500000,2.0000000,1.5259881,255.9451484,
0.3305570,6.0673787,5.9155161,7.8333341,155.4004666,
1.8712256,1.5318896,2.4048353,4.6351765,112.9453285,
2.4689199,1.3207889,0.6280103,6.9345698,55.4773639,
3.3641853,6.3706074,9.8576776,2.7578594,163.9002675,
6.9743569,4.9468300,3.6181445,9.3106788,61.6156577,
4.0027460,2.4458226,7.2275379,3.5875413,145.1354585,
4.9985326,7.0589038,6.7693495,8.9662724,82.4165120,
2.4753205,5.8585023,2.1695551,5.3468191,84.8059436,
0.8797673,5.7117717,8.6913000,4.4837600,180.0989362,
7.5800932,1.5241089,6.0728978,5.8342369,109.6938078,
7.7389579,4.4596445,9.6017483,7.9595422,97.6008285,
2.5273097,1.0860999,7.7526769,2.1773703,198.4469770,
2.9119036,9.1121649,5.3469056,9.4548915,83.5709563,
9.9269807,2.2664030,5.9063213,2.6645203,114.4363210,
8.6636583,9.5764578,5.2877305,6.6681012,71.4666888,
6.3976823,6.3989865,3.1533655,5.9901085,69.7853028,
0.9538988,8.1649231,2.2200136,3.1997976,137.3816140,
1.9583327,5.7790146,4.2256864,4.3551220,122.3649549,
0.6131839,9.8495005,7.5617088,4.9626665,174.0766327,
8.6106620,0.5197999,8.0883254,5.0570729,151.5568415,
7.2112716,8.3332222,3.8244901,4.6321316,78.4963531,
6.3665986,6.3771301,1.8272621,3.9163583,68.5299152,
9.0719007,3.2619397,6.1908955,8.6588221,80.8228323,
6.1214948,4.7350480,4.2816405,8.5413030,70.8880375,
6.2817440,5.2828979,3.0989570,1.8589690,106.3540341,
6.2380725,4.0147087,8.1893528,2.3676696,142.7820419,
5.2752036,7.6109069,5.4598737,4.9627750,95.1747374,
2.9696468,6.9721541,6.8699498,4.9084021,121.2751545,
4.7254047,5.8052925,8.1152049,3.6017442,130.3984770,
3.0177088,7.9396643,7.2170972,7.9886074,99.3408797,
8.7792944,6.3500000,2.0000000,7.4669902,50.1112391,
0.1317892,2.9905910,7.7348924,8.6932702,195.8761529,
8.7312211,3.4944393,1.7415272,3.1739929,70.0998099,
5.8247006,6.4205434,7.8038690,9.0202984,84.7984107,
0.8009746,1.2168400,1.1657746,3.0974400,126.9432046,
1.7988084,4.5919935,7.6251424,2.1661246,193.3471810,
6.6977725,9.2054307,6.5218832,8.9070106,73.3592491,
2.0174266,8.0670680,0.4742687,2.8020159,71.0262028,
5.7339591,1.1541070,7.0373054,6.4676499,127.6306972,
6.4571371,0.6204478,4.2725394,9.4213409,102.2943098,
3.0586885,3.2836754,2.3120337,7.2062107,75.0433034,
7.6210937,6.7492585,3.9325068,8.2003200,63.0219136,
7.7595480,3.4059511,9.4349033,4.6691494,121.5420084,
2.7179508,3.8801260,1.8263929,3.0023943,98.9411966,
3.7117407,4.2696177,7.6258345,4.1329010,133.9118230,
2.2505031,1.0015011,6.6268007,1.3489889,206.4149441,
6.6159906,9.6535897,4.9455702,2.4674467,109.6660670,
1.9523412,5.1576665,1.0618566,3.6882460,83.8772086,
0.7470254,4.1751463,8.1088241,4.4071722,188.8117297,
8.9525066,5.2860652,2.0537331,8.9560573,47.5266461,
0.8478069,6.0731232,4.4777609,4.4246114,151.8864218,
1.0629555,5.0930066,7.1473415,1.9252194,220.2674482,
2.7437410,8.6386485,6.6311433,7.9927613,98.2940487,
9.1298732,0.9534704,5.0590937,6.2089279,102.8816226,
8.8119542,4.6503663,4.0580009,9.9398397,60.0581905,
4.8952434,0.6284388,9.7746736,6.1421470,190.0644940,
9.9674653,9.0308748,7.5670255,8.7528547,70.7806078,
7.9122370,1.2558058,0.8341325,9.7533529,42.9988093,
6.0789423,4.7340849,9.1580504,7.2979215,102.9923401,
3.6365178,9.3909185,0.9724679,3.5743669,67.6468113,
8.6119332,9.7856169,2.2321903,5.9570619,55.6780219,
1.0581537,2.3154682,8.1005709,5.8003598,174.1107981,
1.8506520,8.4920456,8.4414016,6.6887083,125.9239592,
2.5418537,6.3148944,7.9270052,6.0564624,122.6563354,
2.0556160,0.5027531,9.4537857,7.5119440,237.2095958,
0.5714664,2.1716777,6.1800922,1.5058407,266.3220785,
9.1039624,1.6735972,3.2460860,7.4332777,74.0328095,
5.1020759,6.3500000,2.0000000,6.6464837,60.7140519,
7.7985602,2.9012954,5.5169733,9.7094973,78.0641700,
5.0827775,1.7819168,2.7683075,1.3591396,121.9216859,
5.8636695,4.0973305,7.4379189,9.0087744,90.2395727,
0.6075428,3.5533968,9.2917604,2.5170227,248.8793346,
6.5594905,2.5132980,5.9353900,8.8010452,89.5967637,
0.5834191,9.2836054,7.4717937,8.9221159,136.6659635,
7.1757775,6.3500000,2.0000000,7.6794809,52.0676278,
2.7722512,3.7568486,1.9682711,2.1148301,113.5588625,
0.2352153,9.7392997,6.1212184,2.0011848,278.9930766,
4.9435225,4.1302799,9.5338564,7.7031712,110.2390340,
7.9507523,9.9141415,9.0262548,9.3671984,76.8766142,
9.1661064,5.0022231,1.2748912,9.0865264,40.3519018,
3.8926455,9.6437180,2.7324084,3.5169008,93.0288824,
9.0071553,2.6563121,4.9335890,9.3560793,74.5315709,
2.1677960,1.4771239,2.5782893,8.8674538,88.7921537,
8.9259154,6.7352837,2.9635612,7.8354753,55.7068854,
1.6821565,6.5708359,7.4843186,7.6894873,119.3220587,
4.7131319,1.9569275,6.8707028,1.9076426,159.5574281,
6.6386455,9.5252522,4.9768185,4.8402797,85.8348276,
7.0696404,7.4807124,1.1142322,3.7423132,57.5893097,
3.8967172,9.0816223,1.2303055,8.0498779,50.8796649,
2.4464218,4.0741950,7.3948802,4.5595399,141.8378004,
6.5367237,8.3426333,9.0749834,9.9382993,80.6866530,
5.4361618,3.2988190,8.0044810,6.1603490,113.7469760,
7.0671141,9.3431803,5.0498813,2.9633209,101.9241059,
6.7756172,7.1046496,5.0491731,5.6603472,82.6083489,
6.0572673,7.3030944,3.1951254,3.5860714,86.1490249,
2.5268257,0.8881323,6.8705523,6.9807965,156.8633046,
9.4685973,3.6397842,8.5230758,4.5276277,111.0037555,
3.9388775,6.3500000,2.0000000,3.5161364,84.5566207,
4.6592199,5.0814586,4.3802256,5.5686508,90.2360641,
2.2667854,8.3394121,0.9266186,4.2191089,72.2456612,
1.0903636,0.8148158,0.1048321,2.1734308,60.9290017,
6.6282325,8.0231606,9.0304802,4.2922190,112.9389591,
2.6048295,8.1680922,3.3495240,7.0091467,84.9402551,
1.0882277,2.6210479,8.2258729,3.8620026,195.3509250,
2.2945220,2.6667140,7.6850471,3.1437423,173.1896120,
7.9337972,5.4924487,1.2443902,3.3346736,61.2237492,
1.9229159,7.8795650,6.4364005,1.7537991,188.8546647,
2.5874522,4.7337163,1.8358280,6.2314816,74.8704971,
9.8463652,9.5072572,1.0782018,5.7895456,43.6366085,
0.9455509,9.0279442,5.2238676,4.5634106,150.5136282,
3.2080923,0.2853629,3.2976390,3.4444550,144.6363282,
4.9215194,8.3646213,3.1508187,3.4940177,91.4495309,
7.6775626,8.3677835,8.0384202,8.8186301,77.8764790,
7.4908877,2.4489418,3.3624744,8.3398599,69.9332192,
9.5865391,4.3388236,7.0239377,3.7599307,105.5462034,
6.0000000,4.0325344,2.0000000,1.2660728,103.7059382,
2.9439578,9.5093277,9.0631891,7.4416959,109.3847329,
7.3183182,4.1204413,3.2471288,1.8904905,104.1200705,
7.1198852,6.3500000,2.0000000,8.7980871,49.1925034,
2.5495021,7.6235933,3.0044209,6.0245337,88.2316712,
6.3028218,1.4729579,5.8569613,2.5946603,135.0004375,
0.1355745,4.5651831,6.9267941,8.0860638,187.1681009,
4.0692000,8.7468701,5.7099495,7.5607914,86.2645405,
4.2638613,3.0918202,7.3763157,9.6748026,99.3930752,
8.7670096,9.2143216,4.4261226,6.2841627,68.7235487,
2.8861463,6.3500000,2.0000000,6.1249660,74.2663253,
9.7582128,0.5562536,7.5646438,6.3979440,142.6728915,
8.7259924,5.9038412,6.8885626,9.1771035,73.9105188,
5.4573229,9.1896852,9.8869657,3.6118689,128.7866395,
0.9468725,8.7552479,7.5909556,7.1501137,137.4108835,
8.7350651,6.9764958,9.1057179,8.1836671,84.2490433,
6.0382506,4.5428645,8.0969053,4.4647609,117.7760813,
4.1405330,3.8704839,3.8723662,9.3656803,74.2806350,
3.1878525,2.3172764,1.9872707,8.1427316,69.7488802,
8.3363598,5.8068733,6.7005995,8.0123383,78.2863490,
6.6856964,2.5682713,7.6982084,8.0517404,102.6610131,
3.6883018,3.8472476,1.7738111,8.2532305,60.2121616,
