W,H,S,E,Z,
9.9518620,3.9689307,2.8043579,4.1275925,72.5827396,
8.3133579,2.2331375,3.9753585,2.1171325,109.1697529,
6.7010114,9.6967790,4.7098166,6.6371308,73.6896844,
3.1357882,2.6831506,1.6511583,4.2610917,82.7872653,
5.7968078,8.3361086,8.1449298,9.8470014,80.0639264,
0.7318073,3.9317213,2.7762607,2.3197252,177.7085091,
4.3359389,3.4555393,8.4211994,8.6870680,106.6580579,
9.5407805,1.8422193,0.7120939,5.3635735,46.5184923,
1.1358872,7.3363725,1.3138676,6.1481616,85.7673893,
5.7029886,8.0591379,7.3732654,5.4785781,99.3278163,
4.6523410,3.0687433,0.3219050,9.3767812,31.8935309,
9.7363919,2.6113878,0.3315013,1.9919783,50.2305334,
5.5217187,4.5301318,0.7562422,1.0991593,81.6280153,
2.3518235,7.0573870,5.8207741,6.2763500,110.1559133,
6.5910382,7.6630547,9.7755352,9.1808428,86.8774917,
6.6672086,8.2612258,3.9744169,4.2022614,84.5247365,
5.6467405,7.5053245,8.6371119,7.7383941,92.5739722,
9.9898582,4.9931177,0.7435882,8.6966240,34.4339310,
6.2786118,8.9598609,4.6667541,3.6328187,95.6008335,
8.8496757,0.8719947,9.2606949,1.5642448,153.6892830,
6.0000000,9.9178101,2.0000000,7.6647542,53.3928922,
9.2757069,2.2168914,9.5440656,1.9208361,145.9770928,
6.1178290,2.4338504,9.0817364,9.6587599,107.0120101,
3.9076011,7.8751814,4.3563676,7.5984483,79.8936267,
0.8248529,7.8917864,8.8894681,1.6444864,253.1634887,
1.8704305,4.4660910,3.0154631,2.3358984,141.0601804,
8.1848430,9.6581930,7.3096315,2.7638209,113.4805370,
2.5976444,4.6721157,6.5345188,2.6586391,158.4033366,
2.4944418,9.7986877,8.5780307,3.6333091,149.1136549,
0.4644549,5.6782039,2.2829453,6.2308858,127.6451306,
7.5951577,3.0362839,2.0608962,9.6410563,51.9285908,
9.9960095,1.9972709,3.7248310,5.3253493,82.2848135,
0.3065290,0.7313180,4.6171193,9.2950935,186.4206771,
3.4317039,2.0931837,0.3677326,4.3488086,49.8502954,
3.0875490,9.0234390,2.0511098,5.9893940,73.3886455,
1.1187378,1.2709880,9.6305536,5.9487272,203.6488343,
9.9464420,1.2277497,5.4374754,9.6486784,88.9594206,
1.4813892,4.0633683,8.6496506,3.5523763,181.8218882,
2.6011347,4.3499378,8.9751312,2.9478294,171.2881613,
8.2434493,3.3335360,4.6598107,9.5153437,70.1326459,
0.2904169,4.7145776,4.6384162,2.6264892,234.6794378,
4.0107654,4.6018715,2.0183483,5.1771424,73.7618980,
9.1318881,7.4460123,5.9508949,2.6044026,106.2155454,
4.0060335,4.9609471,5.3825486,8.6961305,84.7138740,
8.0909556,7.1320851,1.1729536,9.9035806,37.7487104,
0.3977609,5.4835000,8.1247231,6.2382361,180.0775037,
3.8445545,3.7183185,8.7844255,8.0707851,112.7769585,
1.6561870,7.6460720,5.9362878,9.5143951,100.4666794,
1.4083496,9.5511220,3.7430497,7.5015078,100.8458344,
7.9682268,8.0411574,5.6122248,2.8060616,104.9968386,
2.5871122,0.8005320,0.5899565,5.4292506,63.2134913,
1.2406577,4.3446526,7.3827760,8.0945787,129.8936848,
8.4122089,1.1999736,2.6672744,7.4025705,74.0041600,
1.3743306,3.6935081,3.2356039,2.0252929,165.2216923,
1.5613776,6.4992439,6.6383923,8.8737982,109.9619054,
4.8853733,5.1784194,4.0135406,4.5881171,92.7976593,
7.9172887,6.6512012,6.8870973,1.5324169,135.3512612,
0.3917307,9.4184716,4.8312607,7.4517523,145.0347989,
5.4467312,0.4268258,7.9505854,6.8775760,173.4385018,
2.3030495,6.3500000,2.0000000,8.9141809,67.4897479,
7.9370432,7.7200566,2.9661343,4.4876083,71.2152032,
1.1256978,4.7405515,8.2890542,9.2504108,128.5645923,
2.4137995,6.9708495,8.4717650,9.4609329,104.1055522,
7.2239044,2.8803777,3.8313914,6.5624074,78.7949454,
4.1810480,1.5555694,0.9112214,5.9275637,58.6782295,
5.1834906,7.4607467,8.5208042,3.8596165,123.3250268,
6.9111483,6.3648218,1.3849187,7.6801132,46.5598970,
1.3502749,7.7164466,3.8807454,1.8563352,176.9513595,
6.0000000,0.3641819,2.0000000,5.4519960,92.4800967,
2.6374552,8.1790780,5.9703377,5.3768341,113.8906766,
6.7478295,1.6198867,4.2318620,2.6595158,116.1982241,
0.3345592,2.1100858,2.2314257,7.2391875,132.8793973,
3.2023215,6.3500000,2.0000000,7.5592289,65.7717093,
7.8791429,4.3609270,7.3422427,2.6547108,124.3560845,
4.3171194,1.4387784,5.3698480,7.3569462,112.6445769,
4.1097113,4.6398911,2.1777297,9.0682062,59.4224451,
4.6032026,8.1065139,2.7501437,4.6875726,79.5775664,
8.8195564,7.4317600,2.8860423,7.4763265,55.9048359,
1.7793899,9.2882524,6.2175263,1.0517426,218.6698814,
1.7424276,9.1493492,7.5662047,9.3965909,106.1393758,
0.3772864,8.6343650,6.4357824,1.6498625,275.0359890,
6.7832088,0.9655459,3.7609043,4.1144273,107.4419012,
3.0999464,2.5018618,1.8504560,3.2039669,96.3279880,
6.1048499,8.4156939,2.1031321,9.1652421,50.2703953,
3.7338937,9.8837121,2.6875405,8.2212539,65.8365765,
9.5969114,4.5716267,2.9606489,7.6440693,58.2388780,
0.4242368,9.5621345,4.2847573,4.0752134,179.0322271,
5.8888640,9.5997766,9.4575201,7.1882611,94.7688271,
2.4171156,4.0748188,7.7719608,5.6109102,134.2072931,
4.0802899,1.5720025,3.2852940,3.8107137,111.4316618,
7.8415805,6.3500000,2.0000000,8.5951025,48.5008181,
2.3243937,3.1970675,7.3402755,8.9202314,115.2508698,
9.0555302,8.4572640,5.0665898,1.0481688,127.3443648,
7.5573064,7.6022692,3.3901021,5.5101691,69.7877744,
7.0577324,7.3436074,6.0087391,7.5771951,77.1550665,
3.9805391,7.0300329,7.6101387,6.7882697,102.4260581,
5.4430169,5.9494413,9.8563711,9.0833429,95.5261485,
2.0001254,6.2233398,8.1653970,9.0385506,110.8087501,
5.6030856,4.4781645,2.3664385,6.4521836,65.4471755,
6.9089058,1.4250860,4.8826361,3.7140483,115.4092903,
2.7439065,3.7662735,6.5615122,7.1477762,112.9092992,
6.7980967,5.1438081,8.4240419,6.9700872,97.2404179,
8.6079787,6.7750624,9.9091023,8.2522005,87.6791644,
7.9252019,7.2257105,8.4854662,9.3536662,78.7762707,
9.3213815,7.5322924,8.1585642,6.0572418,88.3359323,
4.8684641,4.6360897,1.1212523,6.7035621,51.4907877,
3.2302880,0.9617582,9.3196827,3.0772809,190.9314263,
7.3049573,9.5177744,8.6149592,5.6417073,95.7543150,
0.5888618,1.8276028,5.4230673,7.8001057,156.5036606,
8.4798524,3.9688085,2.9266121,6.7442386,64.0320311,
9.5392447,9.8078667,5.9934233,9.4039540,62.8495449,
5.0769213,2.1446735,3.7529161,4.9708239,98.1752601,
0.3289856,3.0336565,4.5363971,7.2134679,158.0841118,
8.0955753,1.2697162,8.8780979,5.5744765,130.8578863,
3.0152464,5.4520918,5.5542181,2.3178430,149.3933573,
1.3909797,5.0931505,6.6852320,4.5731494,151.8390975,
6.2909022,2.7770201,4.9147688,2.0329969,126.6379331,
1.5287065,0.8979326,8.9432353,7.1767734,190.4164163,
3.2019781,6.0075064,9.6391285,2.1516356,178.0556161,
1.8929076,4.4985056,7.3442984,3.2640673,166.5744926,
2.9114426,9.7368973,7.1252039,6.7881946,105.4636914,
6.9036960,9.0764894,3.4567284,6.6790139,65.6954724,
0.0703042,6.3500000,2.0000000,4.4994864,208.2891478,
2.5615855,9.7888549,8.9758866,7.0765728,114.9441014,
1.6826073,1.6898785,6.7131049,1.5956828,214.5567539,
7.7067271,8.2135120,9.0398627,5.2748489,100.4187333,
5.9862908,8.2679693,1.0903836,5.7867451,50.0328072,
9.4594019,7.2262625,2.9244654,6.3448577,59.2415457,
3.0684677,8.3857308,3.8381296,4.3211207,103.4151195,
8.1250708,0.6897943,3.2469148,2.4371747,107.6385222,
7.9761743,6.1704589,5.4801976,8.4865540,70.5821063,
9.4881427,7.4836465,4.5419313,2.9393551,91.8481539,
8.5013613,5.9084466,9.8686421,4.4909212,112.4325133,
9.4489368,2.5763260,9.3686399,3.5968825,128.0794215,
3.9536332,3.9966846,0.3634491,8.5999123,34.9450652,
8.8057750,7.4791819,5.8112140,1.0845215,133.3837671,
7.5466733,2.7743122,4.8363102,7.2783738,83.4078484,
6.7855586,5.0040806,1.6988741,8.6794862,48.4209723,
0.6789813,4.2848704,5.7110612,9.9804537,123.7012588,
7.2696256,7.5786643,2.7390221,9.6550459,51.5844633,
1.5559880,1.0234098,1.4686897,5.5825280,96.8096741,
7.7706608,4.2913174,0.4628815,1.9388296,56.4259114,
8.3570460,9.0561310,3.5344309,4.3266395,74.8383008,
9.9671202,9.8518133,0.9269478,7.3112239,37.7099476,
0.8554499,5.7224601,7.7055301,4.3191519,177.6682174,
1.5755438,4.7315906,1.5436049,5.1867162,88.4282137,
6.1977257,8.9430003,2.2684901,6.4298787,59.7200215,
7.0152191,7.2939850,9.0592179,3.8111830,117.4518487,
0.6289990,9.7679538,1.3073733,9.5655460,83.6904942,
6.4078109,5.4558342,3.7522847,6.4299995,73.4276197,
7.8112288,6.3500000,2.0000000,2.3342794,80.0141311,
8.9167007,4.6520651,2.9561673,2.8797653,84.0044055,
1.3559914,2.9294702,6.6942075,9.5940531,122.1885702,
7.6685994,5.7350407,0.7794669,8.6903848,36.4001735,
3.4971413,9.9541384,1.6845171,9.6204989,53.6797562,
3.2820847,4.8420314,3.7923282,5.5216320,94.6820956,
8.8974356,6.3235668,1.1691211,1.2791986,77.8541201,
2.9180047,7.1152591,8.4550630,5.8279800,121.7463046,
9.0765851,6.0467525,8.4366074,1.6727764,136.9833521,
8.0166677,7.7469179,6.3554183,6.0700091,82.9683077,
0.6718745,5.2824326,6.1382171,5.7183426,157.7307924,
7.4401117,3.9218597,3.0478390,5.0022328,75.1774874,
6.0000000,4.6801770,2.0000000,1.5095102,99.0455799,
3.5357296,2.0057367,0.8830327,3.3038909,72.3205471,
4.6585755,8.8735029,5.5202531,7.8919302,80.5854358,
3.9684770,2.8605807,3.4647104,6.7546083,86.0938332,
1.9803921,7.9492230,6.9573286,5.6685522,125.8090890,
3.8459438,0.9481649,6.9589821,2.8210658,167.8491313,
5.9724651,0.8096483,8.4804267,5.6756366,147.0380547,
4.6531511,1.5187396,9.3494274,1.1790758,188.0737096,
2.3187160,2.6639548,1.4086318,4.3356420,84.4657123,
1.9438393,6.1773968,5.8203090,5.8272863,120.2455910,
8.8680642,9.0579749,3.6816535,2.5561042,90.2129215,
1.3187030,6.3500000,2.0000000,1.0080873,174.9745439,
2.8594898,5.3453419,4.0939435,1.9466439,145.0976132,
0.9599735,1.4802427,2.6554695,3.8304088,147.3590488,
8.6807956,2.2257074,3.2270354,9.7564344,64.0386567,
4.2780285,2.7506913,6.4534023,6.0377741,114.4270493,
6.3724914,9.4764785,5.4460903,1.9158211,124.1694004,
3.7044396,1.3550979,7.9142558,2.9958233,170.2382268,
5.2297324,8.6766760,3.9757980,2.4752667,109.6476867,
9.0070510,1.4627819,0.8757776,3.9387683,56.9034473,
5.1013710,3.7372978,0.5972201,1.8605678,67.8906130,
3.8587673,9.5892939,8.0633187,6.7179256,102.6964849,
6.8413745,5.7640522,3.5234406,3.4816356,88.5036693,
5.7972398,6.8384553,4.7846367,7.7071566,74.6215697,
4.6476262,3.4212865,1.7842178,4.0957497,76.0722450,
1.7504160,9.1639671,6.1512408,1.5322923,198.2750492,
9.8138919,5.0885527,3.0821791,9.4540521,53.0009619,
8.7929488,3.1291993,3.5874960,2.2574320,99.7566411,
4.6068835,5.4541578,0.3817471,3.5755975,48.6838075,
7.5018108,5.7804628,9.0224763,8.9594428,86.7217082,
2.9898035,6.1616605,4.4363605,8.4012195,84.2820164,
1.6766040,2.7269067,0.8436405,8.8344068,57.5528884,
4.6793013,2.8389625,7.1258610,7.9141944,105.5837880,
5.3043702,0.2212273,1.1921418,2.0163915,92.8718474,
3.0069387,2.3524689,9.9535489,6.7477206,146.2455120,
9.2142819,4.7986296,4.8638890,4.5918320,85.5121633,
6.7183651,7.7014168,6.0248137,9.1868146,71.6422262,
9.0659089,5.1469844,1.7680567,4.0699272,61.9086784,
3.5627862,3.5675885,3.6693921,3.4109528,112.7130589,
4.0038540,1.2949128,0.6425610,3.3099151,65.6444482,
0.4507407,6.5585006,1.4520222,1.9749075,177.6936107,
2.1127126,9.8618212,7.9372768,6.8082463,117.8301651,
1.9234581,2.0204594,0.3174527,6.2661650,47.3780235,
7.5527919,8.6458879,6.4546169,1.4118627,136.0383165,
8.6095710,2.8892372,3.7469340,7.9618491,69.8884345,
2.5650758,1.2580103,4.4632883,9.2128082,111.0786254,
1.8571592,3.1647705,5.0189152,7.8239730,110.2076617,
1.6092844,7.5921260,5.4671552,3.2185356,154.2161897,
2.3522989,1.3311098,0.6963390,5.4756173,63.8572491,
3.0851411,5.3441343,3.3182133,1.0220155,157.2606247,
4.6948146,1.0730685,4.0031335,7.4621412,102.8345451,
0.2697856,8.6170460,2.9205341,5.6698555,158.0574510,
1.1852028,3.5504376,3.4656380,8.3389505,103.0492368,
3.2597406,3.4592367,6.8708116,5.3330237,125.2138301,
0.6630168,1.3089201,4.7146578,2.5938415,219.1448170,
4.4434395,2.8534262,1.8685646,4.3036095,78.2601481,
2.2362003,2.4692635,1.1620630,7.9364446,62.6211679,
9.4659826,8.3525709,3.6506468,8.5735364,55.6296068,
9.5172722,1.5026964,3.2833873,4.3217812,87.2863765,
1.6421451,4.8142081,6.4323834,7.5425837,118.8341658,
4.9967712,4.3254797,9.7870585,3.6386706,142.2668129,
7.4107231,2.7238599,5.0838569,9.5611574,77.6821912,
0.6059915,1.1640698,1.2914755,2.8408485,146.0553565,
9.6080553,0.3774982,5.5583094,2.6988101,129.9838228,
1.4825588,8.9397918,8.9256772,6.6122280,134.6786968,
0.9141138,6.2169148,8.7202315,8.4035625,137.3984442,
3.2482526,5.6870839,8.0270406,6.7163909,113.0239518,
2.6565165,3.9614492,8.7664317,9.7940695,111.1396601,
4.0665958,5.8875556,7.5480732,2.7313732,144.3854813,
0.2991951,9.4459642,5.7122574,1.3472798,297.4764527,
7.1887155,3.2994386,0.5902322,6.2945747,40.8579343,
2.1472081,7.4895001,5.5943443,7.8308591,100.8994323,
6.0000000,9.5327738,2.0000000,8.3753409,51.4271453,
9.5439113,0.2804927,3.2135411,9.1017217,93.3522064,
9.1748967,7.3658143,9.3884964,6.8865823,89.4903479,
2.9292369,1.1249518,6.1425411,7.8271050,134.2001589,
1.6187313,2.2297023,1.4264184,2.5249220,115.2833073,
9.0806117,1.1078467,5.1280797,9.3344867,91.3136463,
4.6958228,6.3500000,2.0000000,4.2154733,74.8722705,
1.0186362,9.4661319,7.2593489,5.2275813,152.0835713,
8.2267313,6.3500000,2.0000000,1.9135126,83.8268542,
7.7459998,8.3126642,1.7045099,2.8475771,70.5335717,
2.8979606,3.2640840,2.2925793,8.5676259,70.5547222,
7.5235493,7.7472600,8.6201377,5.5821552,97.8236544,
8.8426769,4.5323724,2.8392069,9.2615398,54.0071122,
9.2608036,3.7598800,3.7305590,8.9830293,62.2787076,
5.9011713,7.2531326,2.5194950,3.8136747,78.2413863,
0.4031984,4.5915619,0.9242186,8.7480597,89.6640750,
3.7600744,9.7216566,6.0603284,3.3543152,123.9449775,
7.6051291,8.0683858,5.0049274,5.3861212,80.4202914,
0.8705252,6.5414792,5.8800002,3.2797399,181.4355109,
1.1806991,2.3423119,4.7680392,3.5560376,167.0444184,
8.9118047,6.3500000,2.0000000,8.7364690,46.6877365,
7.7160227,6.3500000,2.0000000,9.0523709,47.6092903,
6.7307708,5.0997643,3.2218287,7.5089367,64.8069607,
6.3630987,0.5286052,9.7712977,3.4286670,176.0813725,
7.3840053,9.5531796,2.5420640,7.1206639,56.3124747,
2.0118212,8.1726618,6.3481151,4.0570043,139.1476193,
7.9710763,9.2089713,4.9122026,4.6005965,82.9797124,
5.2773009,0.7848253,7.1713005,8.9877240,130.0969814,
1.2036961,1.9462982,4.6269194,9.0322868,120.0995624,
3.9379377,8.8350766,6.5874372,6.1643585,99.5379617,
1.1783724,8.2543672,8.0024432,8.5592553,123.4525078,
5.0936102,6.4699704,6.7971284,9.6097020,80.6768760,
0.5890554,4.4318304,1.8774805,1.4733739,194.6590647,
7.8353194,7.8743797,2.3111907,3.9639897,68.8287150,
9.1549836,3.2195456,1.1238253,8.9824331,41.1867337,
9.2325499,6.7886305,6.9053988,5.9863064,84.5978837,
2.3914296,3.5144357,2.2252181,7.5599813,76.9226852,
2.0605805,6.5158300,2.9738965,6.3447491,91.9701300,
7.6579064,9.3845941,3.8622627,3.3435366,86.9771788,
0.6786242,4.0734714,6.8034186,5.8673816,163.9627641,
2.8052231,2.9202992,7.8036575,5.9852994,134.3649664,
0.1248043,6.6430022,1.6422212,6.3837310,155.8263013,
3.5968659,9.5819801,6.2580978,7.0605717,94.1589366,
1.4162478,0.6075636,1.2643100,1.6776861,137.8328870,
5.0759060,7.7386965,8.7915625,3.2478448,132.6904107,
7.6659640,4.8252132,8.2120892,7.1573034,93.7998466,
5.2721232,6.4787943,5.9638551,3.7021702,111.2041176,
9.7239354,6.8293951,7.2905737,4.5987773,93.9652813,
8.0439725,6.3500000,2.0000000,6.2249338,55.2471069,
7.9455732,4.0206236,5.4831410,3.3301945,105.4230280,
0.9270960,7.5893768,0.8703580,8.0807563,71.1838281,
7.7566607,1.2910173,4.8951200,6.3522919,100.2818349,
1.6382897,5.7819563,1.0809827,3.6152405,89.6623845,
0.4489283,9.7495257,2.7513034,5.4107530,142.2495729,
0.3164650,3.6767360,3.0453322,3.5002629,190.2976125,
7.4374903,9.1274998,3.2866485,1.3726801,110.3487627,
4.4915989,1.2834088,4.6368042,9.1246105,100.1706115,
2.9275716,6.3165519,2.7952897,5.4400086,86.9708720,
0.5146178,1.8971206,1.4612087,1.0466579,207.1044176,
9.9508815,8.5461783,6.8868908,9.1218292,67.6063926,
2.3850301,1.0072623,4.5979246,5.4499497,140.9336587,
0.4078894,3.8095878,3.6678695,8.7989179,129.2127836,
4.3533498,6.3500000,2.0000000,2.2242009,96.4657376,
1.6302974,1.7888145,3.1048990,9.3782565,96.1253470,
0.1850069,6.9122346,4.8307324,4.1530336,214.2501062,
1.0678975,4.0382340,4.1048189,8.0419897,112.0672814,
9.1153800,9.5639858,7.7459824,2.9131987,110.4951008,
4.5716900,6.3500000,2.0000000,1.9412437,99.2715696,
2.2543622,5.5693969,8.3362959,6.3046268,128.0075329,
8.0561285,6.9154477,0.6890301,7.5887301,36.4949222,
5.4867927,4.9462570,0.8412868,4.3991476,53.9928146,
7.0434527,3.1977188,8.4715524,4.3748700,122.6372474,
5.9867996,8.4092288,2.3648148,1.3717152,106.2726850,
4.9100979,9.8505084,5.0629445,4.9804576,92.8697435,
0.7426821,6.7060274,1.7683636,3.3756121,135.4041697,
4.1916435,8.3026872,4.6918218,7.9699376,78.4568178,
1.2596917,7.9438816,7.1664462,2.3121365,197.3414170,
7.7518836,2.9521788,6.3510852,8.1838434,88.2024370,
9.9769678,9.6925923,2.2160462,8.5654576,45.7451935,
6.0000000,9.2317533,2.0000000,9.6110099,48.4353855,
1.0601628,2.3933824,1.2716590,7.2250987,83.0866326,
0.7961977,7.5429166,7.5336989,6.8045885,146.3373067,
6.5141479,0.5144885,9.3921882,5.1763513,172.8068635,
7.2761894,9.6322460,6.7911530,9.6431753,70.0394608,
9.4002957,4.0098494,5.3716385,2.1451440,112.2728871,
7.9140971,4.6981866,3.2187990,6.3578768,67.3530675,
3.6770508,5.6828355,3.8359253,8.5464739,75.7042236,
2.4751947,1.0910432,2.8660032,5.7634841,111.6915142,
0.5735114,4.1075226,4.0239655,8.8409064,122.5942017,
5.6710744,7.3820406,7.7112993,4.2003563,112.8879453,
0.9126646,3.2405690,0.6504599,2.0148400,113.3753012,
2.1203610,1.9566549,7.3649605,1.4946429,209.1623188,
4.5916537,6.3500000,2.0000000,7.1359892,60.6885987,
3.5504254,6.6639496,8.4351604,7.1302238,107.7622174,
5.9086117,2.3503483,0.2283363,6.6369854,33.1519363,
6.1606005,0.4131154,5.7705909,4.8038138,151.4123840,
9.8540881,4.7954714,9.1784656,7.2841240,92.3995723,
8.5399134,8.3369533,3.7162432,5.7732581,67.9191971,
4.9141327,8.3772768,5.3551976,5.2663755,93.4526771,
9.0712639,7.5584456,0.9547030,6.4467472,41.5375902,
6.5560774,5.2092306,4.3931266,9.6990240,65.7825349,
4.5538028,0.8471631,0.5142820,1.1789435,77.1544542,
5.1815033,6.3574970,5.6378727,7.9227054,81.4141054,
5.4567262,8.8471342,4.9624543,7.4912992,76.0153724,
5.7553776,9.4425700,3.6389625,2.1462974,108.1509575,
5.2239440,3.8235951,1.4429935,9.1800719,48.9260900,
2.8858393,5.5703644,8.6947754,8.6914765,107.8283021,
9.8853109,3.6086616,5.9123566,6.0123007,86.7216145,
7.6330306,6.0583944,9.2702617,4.9851638,108.2484453,
7.4532555,0.8610727,8.8950660,9.6200132,126.9493052,
9.0231068,8.6623265,9.9414860,1.4339278,147.9207897,
1.0362064,9.5475582,2.0165971,8.2733578,87.9103042,
0.9689163,7.2715831,6.8829694,2.4634234,203.3481537,
0.6036108,9.5795318,1.8400145,5.0263431,123.1817420,
6.6188212,3.5652902,9.0502322,4.5367236,124.3138989,
4.2289289,2.4614641,5.6111098,2.6605060,140.6277728,
3.3124205,3.7716088,0.2552328,6.9745691,36.3445973,
2.0663484,4.2846441,9.0466358,7.9154820,127.2936920,
0.8352184,6.3393775,6.0505809,4.8662594,158.6338526,
0.8022675,5.4995172,4.2465134,4.3409387,153.3775863,
7.3948164,8.8685413,2.1013128,6.4179590,55.4511058,
5.1563258,3.6958655,0.2020389,2.3451728,47.6246476,
2.5521496,3.8831416,7.5950620,6.8404202,122.8261155,
6.2847934,3.0817544,9.7720996,2.1377979,158.1692197,
1.7398411,2.9326945,2.0785442,2.0309063,135.5644522,
7.7701499,1.9500807,1.3004812,2.8995346,70.8761861,
8.7239809,3.4514909,8.1002147,3.0456247,124.2819053,
5.9522454,1.1487119,1.6541250,6.0468144,70.8591224,
5.5570728,5.3759747,3.9081533,5.6966989,81.3396619,
4.0527922,1.6319663,2.1937278,9.4669718,69.0381787,
4.7463529,8.8333705,3.4477422,1.6833159,121.7335140,
2.6143064,8.3433179,4.2903506,7.6921354,88.1898916,
6.7234011,8.8791473,0.7782106,8.4247565,37.2745151,
9.4870796,6.5004320,5.3271309,4.7744222,83.2878843,
2.7160685,2.1011386,2.9432277,8.5353959,84.6127892,
4.4638415,0.6131863,1.4439657,5.6533314,81.0482834,
7.4721607,3.4766359,9.3784987,4.7740430,121.1577839,
1.9448946,6.3500000,2.0000000,2.9673929,111.5999505,
8.1834934,6.3500000,2.0000000,1.6737876,87.2374170,
2.9002843,5.8053020,3.0705218,7.3675964,79.5654868,
9.1296972,8.6889665,7.1989447,8.0207917,74.0160312,
9.2208067,3.1328307,3.2726444,1.6634999,101.9338558,
7.9375570,6.2834350,9.9430971,8.9578826,87.7521684,
4.1844680,6.3500000,2.0000000,8.1520307,58.8326705,
9.3176105,7.8260754,7.0507035,3.1202081,105.5433559,
3.5366155,5.6500575,3.9862493,4.0524750,105.2178016,
8.4306081,7.2500330,8.7497893,6.4073583,91.5628737,
1.9982273,0.9328292,7.2279385,8.5532061,157.5591293,
5.3216837,6.5685571,7.5812281,6.0103087,100.8164962,
4.5673604,9.4289712,4.8049056,4.0894020,100.9506645,
5.5388974,1.2303374,1.7208299,2.3470806,93.0754721,
8.5461096,1.3520716,4.9234296,4.0268831,108.1815710,
9.0658338,5.1456826,9.3742036,6.6855020,96.6631554,
0.3444305,8.6736485,7.3422712,3.0085545,234.9373873,
5.7745412,4.6764496,2.6935806,3.2545941,87.7482272,
5.2307679,5.1171031,5.7289942,2.5638068,126.4956981,
4.1288369,4.5293772,2.0487093,2.7981850,92.6111860,
0.9458953,0.8748743,1.7687971,9.0975378,99.8524229,
9.7133356,7.9181816,2.5275736,9.3810428,46.9790637,
5.7394828,6.9161916,5.3718953,7.8529145,77.3957392,
2.6351520,5.9183003,3.1157737,7.0687731,83.5356478,
9.0017936,0.7328003,9.7310906,9.7324815,158.3213671,
2.9580889,0.2158865,0.2876349,8.0974276,50.9769835,
2.7161647,4.3571305,9.6091614,8.6476071,118.5265406,
4.1760718,7.4986781,6.7041910,6.1851746,99.8263999,
5.9544265,5.0036473,8.1461404,6.0307541,104.9474267,
0.2409675,0.6298549,6.8003615,4.7184424,276.9822142,
5.4673506,7.4521023,7.8092405,8.9257584,84.6414180,
0.4769886,8.6717253,8.5335689,4.5191368,195.7533827,
0.5408357,0.4597347,8.4472107,8.2598392,309.6899528,
1.2412137,9.4529968,7.3613195,7.2376355,127.3864830,
3.1528168,4.9604452,5.2315157,8.3047546,90.6232349,
7.5892525,8.0237489,1.8227142,7.9904011,48.1051892,
7.5204505,9.6854438,8.3881163,6.8165400,86.9995201,
5.1782459,1.1516771,0.6771187,6.5678994,50.8919176,
9.9717402,4.3078239,0.8729298,5.5373307,44.0715487,
0.7271199,7.2651750,9.2815110,7.4048429,152.1592840,
7.0882514,0.6167122,9.4077130,1.0939321,168.5603238,
7.9457524,9.0426420,7.5948731,2.9259526,114.3179307,
5.2593499,0.4829832,0.6458402,9.5734633,50.5901139,
1.0363884,0.3975836,7.6212623,6.9082688,264.7766277,
9.6927380,9.2953626,7.6300380,4.4145970,93.6338139,
1.9139748,6.3182452,8.0401119,1.2310850,221.4966168,
7.5725863,3.1197681,4.9080763,5.7894006,88.8683015,
8.6308772,0.8026555,5.4565792,3.4282990,121.1580189,
3.5771448,5.4483733,7.5233547,5.6267794,116.3723996,
5.8275915,2.1953685,5.3732425,4.8107980,110.4683511,
1.3020410,9.5037791,4.8417400,1.3666009,207.2962269,
8.7973837,9.0038858,2.2246132,6.8384142,52.4181153,
7.3737121,2.4047861,8.9499726,7.4091703,111.7289745,
8.4450409,4.9883776,3.2441488,5.3221604,70.6724323,
0.2860892,0.9395885,9.7944477,9.4353635,234.3502772,
6.1700382,3.5449960,7.2204851,2.0018157,143.7469720,
2.8740000,6.2515921,5.3202762,7.4209119,95.5358336,
1.1443788,6.5707088,4.4504166,9.0336977,104.0966345,
2.1605754,7.5037604,9.8221826,4.4376316,151.6780943,
4.0024790,0.5429742,7.4969917,7.6209783,186.6002277,
3.9398989,9.3112795,5.4405109,4.3199317,107.4720777,
3.4957273,1.0124279,4.6167804,2.7988494,148.5332447,
1.0215422,3.3668343,7.8581094,4.7286117,176.0224274,
1.5983170,8.7333354,3.5967913,6.5210458,102.5840196,
4.0221742,2.5954132,4.2585330,4.8783222,106.6284490,
2.0026527,2.3601764,9.8282589,1.0283283,240.2048482,
5.6396805,8.6335734,3.0857108,4.0057170,82.6727429,
8.5146750,2.1468435,7.7957245,2.2547285,136.5914265,
5.0955779,7.2350896,6.9171928,5.0677000,104.1813387,
3.7796024,0.4472385,7.1938214,1.7067312,187.4602649,
2.9498954,7.8439462,8.2672031,6.5990587,113.4715123,
1.0254953,6.6918393,5.7131582,5.3519917,143.2615764,
8.3272028,7.4967342,9.0835075,8.1994295,84.0082709,
4.4365034,1.7167886,8.2171125,3.2660934,158.3873259,
9.1695162,9.4352952,3.1260988,6.2481943,60.1577684,
6.9495066,2.6575210,3.5663591,6.5622035,78.3285412,
8.0241777,4.6553726,3.3435735,1.8194799,102.7551986,
9.4713822,4.5609088,5.8965407,6.8288429,80.1471332,
5.3267033,2.9238552,9.2203355,4.4988618,136.3303853,
7.0942600,1.6749723,9.7636675,4.5314280,141.0088971,
